4.73;0.943;3009;626.65
4.80;0.957;3002;637.41
4.75;0.947;3001;630.98
4.87;0.971;3006;645.84
4.71;0.939;3001;625.66
4.79;0.955;3006;635.23
4.77;0.951;3000;633.84
4.75;0.947;3000;631.19
4.75;0.947;3001;630.98
4.80;0.957;3002;637.41
